municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
San Marcos,altiplano_occidente,2398,2021,4,114.0,4.557,3.8,1.168,medio
San Marcos,altiplano_occidente,2398,2021,5,353.6,4.21,11.787,0.354,bajo
San Marcos,altiplano_occidente,2398,2021,6,308.8,4.103,10.293,0.395,bajo
San Marcos,altiplano_occidente,2398,2021,7,146.6,4.567,4.887,0.916,bajo
San Marcos,altiplano_occidente,2398,2021,8,211.0,4.035,7.033,0.566,bajo
San Marcos,altiplano_occidente,2398,2021,9,284.7,4.145,9.49,0.432,bajo
San Marcos,altiplano_occidente,2398,2021,10,142.0,4.041,4.733,0.836,bajo
San Marcos,altiplano_occidente,2398,2021,11,27.0,3.828,0.9,3.828,alto
San Marcos,altiplano_occidente,2398,2021,12,24.6,3.874,0.82,4.211,alto
San Marcos,altiplano_occidente,2398,2022,1,16.2,3.852,0.54,6.019,alto
San Marcos,altiplano_occidente,2398,2022,2,27.8,4.366,0.927,4.253,alto
San Marcos,altiplano_occidente,2398,2022,3,64.9,4.529,2.163,2.001,alto
San Marcos,altiplano_occidente,2398,2022,4,159.3,4.442,5.31,0.821,bajo
San Marcos,altiplano_occidente,2398,2022,5,329.5,3.866,10.983,0.349,bajo
San Marcos,altiplano_occidente,2398,2022,6,557.9,3.514,18.597,0.188,bajo
San Marcos,altiplano_occidente,2398,2022,7,210.6,4.289,7.02,0.602,bajo
San Marcos,altiplano_occidente,2398,2022,8,176.6,4.048,5.887,0.676,bajo
San Marcos,altiplano_occidente,2398,2022,9,656.6,3.468,21.887,0.158,bajo
San Marcos,altiplano_occidente,2398,2022,10,247.9,3.6,8.263,0.43,bajo
San Marcos,altiplano_occidente,2398,2022,11,73.5,3.469,2.45,1.36,medio
San Marcos,altiplano_occidente,2398,2022,12,10.9,3.569,0.363,7.703,alto
San Marcos,altiplano_occidente,2398,2023,1,14.6,4.021,0.487,6.854,alto
San Marcos,altiplano_occidente,2398,2023,2,12.3,4.534,0.41,8.891,alto
San Marcos,altiplano_occidente,2398,2023,3,58.9,4.409,1.963,2.137,alto
San Marcos,altiplano_occidente,2398,2023,4,105.1,4.832,3.503,1.341,medio
San Marcos,altiplano_occidente,2398,2023,5,214.4,4.568,7.147,0.63,bajo
San Marcos,altiplano_occidente,2398,2023,6,484.3,4.315,16.143,0.266,bajo
San Marcos,altiplano_occidente,2398,2023,7,208.5,4.294,6.95,0.609,bajo
San Marcos,altiplano_occidente,2398,2023,8,103.9,4.176,3.463,1.172,medio
San Marcos,altiplano_occidente,2398,2023,9,223.5,4.267,7.45,0.565,bajo
San Marcos,altiplano_occidente,2398,2023,10,518.7,3.491,17.29,0.201,bajo
San Marcos,altiplano_occidente,2398,2023,11,91.4,3.508,3.047,1.115,medio
San Marcos,altiplano_occidente,2398,2023,12,21.8,3.908,0.727,4.727,alto
San Marcos,altiplano_occidente,2398,2024,1,9.8,4.125,0.327,9.667,alto
San Marcos,altiplano_occidente,2398,2024,2,26.8,4.645,0.893,4.676,alto
San Marcos,altiplano_occidente,2398,2024,3,17.2,4.875,0.573,7.24,alto
San Marcos,altiplano_occidente,2398,2024,4,141.2,4.83,4.707,1.005,medio
San Marcos,altiplano_occidente,2398,2024,5,209.8,4.468,6.993,0.63,bajo
San Marcos,altiplano_occidente,2398,2024,6,934.8,3.335,31.16,0.107,bajo
San Marcos,altiplano_occidente,2398,2024,7,274.3,4.321,9.143,0.467,bajo
San Marcos,altiplano_occidente,2398,2024,8,149.9,4.243,4.997,0.832,bajo
San Marcos,altiplano_occidente,2398,2024,9,433.5,3.812,14.45,0.262,bajo
San Marcos,altiplano_occidente,2398,2024,10,351.6,3.576,11.72,0.303,bajo
San Marcos,altiplano_occidente,2398,2024,11,128.4,3.466,4.28,0.791,bajo
San Marcos,altiplano_occidente,2398,2024,12,21.9,3.669,0.73,4.421,alto
San Pedro Carcha,verapaces,1350,2010,1,274.9,2.952,9.163,0.319,bajo
San Pedro Carcha,verapaces,1350,2010,2,177.0,3.568,5.9,0.595,bajo
San Pedro Carcha,verapaces,1350,2010,3,109.6,4.737,3.653,1.262,medio
San Pedro Carcha,verapaces,1350,2010,4,355.8,4.954,11.86,0.414,bajo
San Pedro Carcha,verapaces,1350,2010,5,585.4,4.629,19.513,0.236,bajo
San Pedro Carcha,verapaces,1350,2010,6,242.0,4.228,8.067,0.518,bajo
San Pedro Carcha,verapaces,1350,2010,7,452.9,4.108,15.097,0.27,bajo
San Pedro Carcha,verapaces,1350,2010,8,504.0,3.836,16.8,0.227,bajo
San Pedro Carcha,verapaces,1350,2010,9,562.1,3.883,18.737,0.206,bajo
San Pedro Carcha,verapaces,1350,2010,10,119.8,3.236,3.993,0.791,bajo
San Pedro Carcha,verapaces,1350,2010,11,266.1,3.151,8.87,0.351,bajo
San Pedro Carcha,verapaces,1350,2010,12,226.7,3.12,7.557,0.407,bajo
San Pedro Carcha,verapaces,1350,2011,1,230.6,3.48,7.687,0.447,bajo
San Pedro Carcha,verapaces,1350,2011,2,146.6,4.026,4.887,0.807,bajo
San Pedro Carcha,verapaces,1350,2011,3,213.6,5.101,7.12,0.707,bajo
San Pedro Carcha,verapaces,1350,2011,4,162.6,5.462,5.42,0.99,bajo
San Pedro Carcha,verapaces,1350,2011,5,108.8,4.981,3.627,1.337,medio
San Pedro Carcha,verapaces,1350,2011,6,318.7,4.281,10.623,0.399,bajo
San Pedro Carcha,verapaces,1350,2011,7,337.9,3.911,11.263,0.344,bajo
San Pedro Carcha,verapaces,1350,2011,8,363.9,4.426,12.13,0.362,bajo
San Pedro Carcha,verapaces,1350,2011,9,601.7,3.916,20.057,0.194,bajo
San Pedro Carcha,verapaces,1350,2011,10,1040.1,3.0,34.67,0.086,bajo
San Pedro Carcha,verapaces,1350,2011,11,201.4,3.207,6.713,0.471,bajo
San Pedro Carcha,verapaces,1350,2011,12,238.4,2.724,7.947,0.339,bajo
San Pedro Carcha,verapaces,1350,2012,1,310.5,2.883,10.35,0.276,bajo
San Pedro Carcha,verapaces,1350,2012,2,141.0,3.187,4.7,0.664,bajo
San Pedro Carcha,verapaces,1350,2012,3,140.9,4.365,4.697,0.91,bajo
San Pedro Carcha,verapaces,1350,2012,4,220.5,5.376,7.35,0.722,bajo
San Pedro Carcha,verapaces,1350,2012,5,357.8,4.616,11.927,0.384,bajo
San Pedro Carcha,verapaces,1350,2012,6,585.4,4.26,19.513,0.217,bajo
San Pedro Carcha,verapaces,1350,2012,7,217.0,3.94,7.233,0.537,bajo
San Pedro Carcha,verapaces,1350,2012,8,288.4,4.288,9.613,0.441,bajo
San Pedro Carcha,verapaces,1350,2012,9,212.9,4.112,7.097,0.571,bajo
San Pedro Carcha,verapaces,1350,2012,10,428.8,3.478,14.293,0.242,bajo
San Pedro Carcha,verapaces,1350,2012,11,228.0,2.764,7.6,0.359,bajo
San Pedro Carcha,verapaces,1350,2012,12,136.3,3.456,4.543,0.744,bajo
San Pedro Carcha,verapaces,1350,2013,1,240.3,2.951,8.01,0.364,bajo
San Pedro Carcha,verapaces,1350,2013,2,108.0,4.119,3.6,1.113,medio
San Pedro Carcha,verapaces,1350,2013,3,208.8,4.634,6.96,0.656,bajo
San Pedro Carcha,verapaces,1350,2013,4,111.4,5.268,3.713,1.382,medio
San Pedro Carcha,verapaces,1350,2013,5,237.7,4.616,7.923,0.575,bajo
San Pedro Carcha,verapaces,1350,2013,6,769.4,3.973,25.647,0.154,bajo
San Pedro Carcha,verapaces,1350,2013,7,273.4,3.973,9.113,0.431,bajo
San Pedro Carcha,verapaces,1350,2013,8,333.0,4.163,11.1,0.372,bajo
San Pedro Carcha,verapaces,1350,2013,9,583.6,3.761,19.453,0.192,bajo
San Pedro Carcha,verapaces,1350,2013,10,363.1,3.524,12.103,0.289,bajo
San Pedro Carcha,verapaces,1350,2013,11,482.5,2.764,16.083,0.171,bajo
San Pedro Carcha,verapaces,1350,2013,12,375.8,2.743,12.527,0.217,bajo
San Pedro Carcha,verapaces,1350,2014,1,257.8,2.83,8.593,0.326,bajo
San Pedro Carcha,verapaces,1350,2014,2,91.0,3.658,3.033,1.167,medio
San Pedro Carcha,verapaces,1350,2014,3,149.8,4.835,4.993,0.949,bajo
San Pedro Carcha,verapaces,1350,2014,4,219.5,5.213,7.317,0.703,bajo
San Pedro Carcha,verapaces,1350,2014,5,663.8,3.61,22.127,0.162,bajo
San Pedro Carcha,verapaces,1350,2014,6,391.6,3.759,13.053,0.286,bajo
San Pedro Carcha,verapaces,1350,2014,7,202.7,4.239,6.757,0.618,bajo
San Pedro Carcha,verapaces,1350,2014,8,130.9,4.62,4.363,1.035,medio
San Pedro Carcha,verapaces,1350,2014,9,522.0,3.703,17.4,0.212,bajo
San Pedro Carcha,verapaces,1350,2014,10,565.1,3.476,18.837,0.184,bajo
San Pedro Carcha,verapaces,1350,2014,11,521.7,2.663,17.39,0.152,bajo
San Pedro Carcha,verapaces,1350,2014,12,226.0,2.725,7.533,0.357,bajo
San Pedro Carcha,verapaces,1350,2015,1,252.2,2.473,8.407,0.291,bajo
San Pedro Carcha,verapaces,1350,2015,2,197.4,3.175,6.58,0.475,bajo
San Pedro Carcha,verapaces,1350,2015,3,167.7,4.027,5.59,0.708,bajo
San Pedro Carcha,verapaces,1350,2015,4,234.6,5.008,7.82,0.632,bajo
San Pedro Carcha,verapaces,1350,2015,5,76.7,4.714,2.557,1.774,alto
San Pedro Carcha,verapaces,1350,2015,6,411.6,3.831,13.72,0.277,bajo
San Pedro Carcha,verapaces,1350,2015,7,217.8,4.236,7.26,0.576,bajo
San Pedro Carcha,verapaces,1350,2015,8,118.4,4.67,3.947,1.154,medio
San Pedro Carcha,verapaces,1350,2015,9,340.3,3.871,11.343,0.338,bajo
San Pedro Carcha,verapaces,1350,2015,10,519.0,3.546,17.3,0.204,bajo
San Pedro Carcha,verapaces,1350,2015,11,418.7,2.804,13.957,0.199,bajo
San Pedro Carcha,verapaces,1350,2015,12,319.5,3.095,10.65,0.288,bajo
San Pedro Carcha,verapaces,1350,2016,1,193.6,3.031,6.453,0.463,bajo
San Pedro Carcha,verapaces,1350,2016,2,277.5,3.226,9.25,0.345,bajo
San Pedro Carcha,verapaces,1350,2016,3,189.6,4.667,6.32,0.727,bajo
San Pedro Carcha,verapaces,1350,2016,4,109.7,5.042,3.657,1.342,medio
San Pedro Carcha,verapaces,1350,2016,5,156.9,5.375,5.23,1.009,medio
San Pedro Carcha,verapaces,1350,2016,6,353.8,4.278,11.793,0.36,bajo
San Pedro Carcha,verapaces,1350,2016,7,207.9,4.25,6.93,0.604,bajo
San Pedro Carcha,verapaces,1350,2016,8,268.5,4.467,8.95,0.494,bajo
San Pedro Carcha,verapaces,1350,2016,9,419.8,4.173,13.993,0.296,bajo
San Pedro Carcha,verapaces,1350,2016,10,219.1,3.591,7.303,0.485,bajo
San Pedro Carcha,verapaces,1350,2016,11,393.1,2.708,13.103,0.205,bajo
San Pedro Carcha,verapaces,1350,2016,12,219.9,3.059,7.33,0.412,bajo
San Pedro Carcha,verapaces,1350,2017,1,289.1,3.64,9.637,0.374,bajo
San Pedro Carcha,verapaces,1350,2017,2,72.7,4.196,2.423,1.663,alto
San Pedro Carcha,verapaces,1350,2017,3,239.8,4.279,7.993,0.529,bajo
San Pedro Carcha,verapaces,1350,2017,4,127.9,5.565,4.263,1.275,medio
San Pedro Carcha,verapaces,1350,2017,5,287.1,4.748,9.57,0.491,bajo
San Pedro Carcha,verapaces,1350,2017,6,402.2,3.983,13.407,0.295,bajo
San Pedro Carcha,verapaces,1350,2017,7,255.6,3.964,8.52,0.46,bajo
San Pedro Carcha,verapaces,1350,2017,8,486.9,4.56,16.23,0.279,bajo
San Pedro Carcha,verapaces,1350,2017,9,311.1,4.069,10.37,0.389,bajo
San Pedro Carcha,verapaces,1350,2017,10,795.1,3.144,26.503,0.118,bajo
San Pedro Carcha,verapaces,1350,2017,11,212.9,2.891,7.097,0.402,bajo
San Pedro Carcha,verapaces,1350,2017,12,188.9,2.664,6.297,0.416,bajo
San Pedro Carcha,verapaces,1350,2018,1,441.5,2.575,14.717,0.174,bajo
San Pedro Carcha,verapaces,1350,2018,2,111.5,3.958,3.717,1.037,medio
San Pedro Carcha,verapaces,1350,2018,3,122.1,5.326,4.07,1.277,medio
San Pedro Carcha,verapaces,1350,2018,4,114.5,5.202,3.817,1.328,medio
San Pedro Carcha,verapaces,1350,2018,5,138.8,4.944,4.627,1.046,medio
San Pedro Carcha,verapaces,1350,2018,6,353.6,3.972,11.787,0.334,bajo
San Pedro Carcha,verapaces,1350,2018,7,171.2,4.733,5.707,0.815,bajo
San Pedro Carcha,verapaces,1350,2018,8,176.9,4.142,5.897,0.691,bajo
San Pedro Carcha,verapaces,1350,2018,9,250.7,4.13,8.357,0.488,bajo
San Pedro Carcha,verapaces,1350,2018,10,360.3,3.445,12.01,0.284,bajo
San Pedro Carcha,verapaces,1350,2018,11,181.7,3.353,6.057,0.545,bajo
San Pedro Carcha,verapaces,1350,2018,12,181.8,3.564,6.06,0.579,bajo
San Pedro Carcha,verapaces,1350,2019,1,222.0,3.281,7.4,0.437,bajo
San Pedro Carcha,verapaces,1350,2019,2,60.6,4.615,2.02,2.177,alto
San Pedro Carcha,verapaces,1350,2019,3,82.3,5.143,2.743,1.809,alto
San Pedro Carcha,verapaces,1350,2019,4,157.1,5.692,5.237,1.067,medio
San Pedro Carcha,verapaces,1350,2019,5,241.9,5.024,8.063,0.615,bajo
San Pedro Carcha,verapaces,1350,2019,6,240.0,4.708,8.0,0.581,bajo
San Pedro Carcha,verapaces,1350,2019,7,118.1,4.864,3.937,1.205,medio
San Pedro Carcha,verapaces,1350,2019,8,194.6,4.957,6.487,0.753,bajo
San Pedro Carcha,verapaces,1350,2019,9,351.7,4.417,11.723,0.374,bajo
San Pedro Carcha,verapaces,1350,2019,10,523.7,3.725,17.457,0.212,bajo
San Pedro Carcha,verapaces,1350,2019,11,227.9,3.169,7.597,0.412,bajo
San Pedro Carcha,verapaces,1350,2019,12,226.4,3.117,7.547,0.408,bajo
San Pedro Carcha,verapaces,1350,2020,1,297.7,3.227,9.923,0.322,bajo
San Pedro Carcha,verapaces,1350,2020,2,237.5,4.066,7.917,0.507,bajo
San Pedro Carcha,verapaces,1350,2020,3,157.4,5.064,5.247,0.947,bajo
San Pedro Carcha,verapaces,1350,2020,4,14.5,5.684,0.483,9.744,alto
San Pedro Carcha,verapaces,1350,2020,5,390.6,4.792,13.02,0.365,bajo
San Pedro Carcha,verapaces,1350,2020,6,354.9,4.237,11.83,0.355,bajo
San Pedro Carcha,verapaces,1350,2020,7,171.3,4.44,5.71,0.764,bajo
San Pedro Carcha,verapaces,1350,2020,8,545.6,4.35,18.187,0.238,bajo
San Pedro Carcha,verapaces,1350,2020,9,541.7,4.443,18.057,0.245,bajo
San Pedro Carcha,verapaces,1350,2020,10,554.6,3.416,18.487,0.184,bajo
San Pedro Carcha,verapaces,1350,2020,11,1448.8,2.609,48.293,0.054,bajo
San Pedro Carcha,verapaces,1350,2020,12,288.5,2.844,9.617,0.293,bajo
San Pedro Carcha,verapaces,1350,2021,1,242.4,2.966,8.08,0.363,bajo
San Pedro Carcha,verapaces,1350,2021,2,183.2,3.976,6.107,0.641,bajo
San Pedro Carcha,verapaces,1350,2021,3,230.8,4.857,7.693,0.623,bajo
San Pedro Carcha,verapaces,1350,2021,4,137.6,4.917,4.587,1.049,medio
San Pedro Carcha,verapaces,1350,2021,5,336.2,4.761,11.207,0.421,bajo
San Pedro Carcha,verapaces,1350,2021,6,372.6,4.508,12.42,0.36,bajo
San Pedro Carcha,verapaces,1350,2021,7,315.1,4.38,10.503,0.413,bajo
San Pedro Carcha,verapaces,1350,2021,8,272.2,4.367,9.073,0.476,bajo
San Pedro Carcha,verapaces,1350,2021,9,226.5,4.364,7.55,0.57,bajo
San Pedro Carcha,verapaces,1350,2021,10,268.1,4.079,8.937,0.451,bajo
San Pedro Carcha,verapaces,1350,2021,11,310.3,2.704,10.343,0.259,bajo
San Pedro Carcha,verapaces,1350,2021,12,131.5,3.164,4.383,0.706,bajo
San Pedro Carcha,verapaces,1350,2022,1,218.9,3.017,7.297,0.408,bajo
San Pedro Carcha,verapaces,1350,2022,2,286.5,3.363,9.55,0.349,bajo
San Pedro Carcha,verapaces,1350,2022,3,192.8,4.378,6.427,0.671,bajo
San Pedro Carcha,verapaces,1350,2022,4,292.9,5.129,9.763,0.52,bajo
San Pedro Carcha,verapaces,1350,2022,5,255.4,4.599,8.513,0.534,bajo
San Pedro Carcha,verapaces,1350,2022,6,510.3,3.836,17.01,0.224,bajo
San Pedro Carcha,verapaces,1350,2022,7,207.4,4.148,6.913,0.591,bajo
San Pedro Carcha,verapaces,1350,2022,8,253.5,4.116,8.45,0.481,bajo
San Pedro Carcha,verapaces,1350,2022,9,602.9,3.709,20.097,0.184,bajo
San Pedro Carcha,verapaces,1350,2022,10,553.4,3.265,18.447,0.176,bajo
San Pedro Carcha,verapaces,1350,2022,11,326.6,3.263,10.887,0.297,bajo
San Pedro Carcha,verapaces,1350,2022,12,256.1,2.943,8.537,0.341,bajo
San Pedro Carcha,verapaces,1350,2023,1,115.9,3.532,3.863,0.891,bajo
San Pedro Carcha,verapaces,1350,2023,2,241.0,3.966,8.033,0.488,bajo
San Pedro Carcha,verapaces,1350,2023,3,225.5,5.195,7.517,0.682,bajo
San Pedro Carcha,verapaces,1350,2023,4,82.0,5.96,2.733,2.104,alto
San Pedro Carcha,verapaces,1350,2023,5,114.8,5.444,3.827,1.386,medio
San Pedro Carcha,verapaces,1350,2023,6,214.9,5.393,7.163,0.742,bajo
San Pedro Carcha,verapaces,1350,2023,7,502.0,4.194,16.733,0.249,bajo
San Pedro Carcha,verapaces,1350,2023,8,248.5,4.446,8.283,0.53,bajo
San Pedro Carcha,verapaces,1350,2023,9,185.9,4.477,6.197,0.711,bajo
San Pedro Carcha,verapaces,1350,2023,10,387.1,3.49,12.903,0.268,bajo
San Pedro Carcha,verapaces,1350,2023,11,874.4,2.636,29.147,0.09,bajo
San Pedro Carcha,verapaces,1350,2023,12,252.6,2.821,8.42,0.331,bajo
San Pedro Carcha,verapaces,1350,2024,1,146.5,3.72,4.883,0.746,bajo
San Pedro Carcha,verapaces,1350,2024,2,48.7,4.911,1.623,2.85,alto
San Pedro Carcha,verapaces,1350,2024,3,64.8,5.631,2.16,2.492,alto
San Pedro Carcha,verapaces,1350,2024,4,89.5,5.501,2.983,1.784,alto
San Pedro Carcha,verapaces,1350,2024,5,52.9,6.018,1.763,3.23,alto
San Pedro Carcha,verapaces,1350,2024,6,704.0,4.36,23.467,0.185,bajo
San Pedro Carcha,verapaces,1350,2024,7,246.3,3.933,8.21,0.473,bajo
San Pedro Carcha,verapaces,1350,2024,8,187.8,4.382,6.26,0.689,bajo
San Pedro Carcha,verapaces,1350,2024,9,360.3,4.374,12.01,0.361,bajo
San Pedro Carcha,verapaces,1350,2024,10,748.5,3.056,24.95,0.122,bajo
San Pedro Carcha,verapaces,1350,2024,11,445.1,3.094,14.837,0.207,bajo
San Pedro Carcha,verapaces,1350,2024,12,366.0,2.52,12.2,0.205,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,1,11.8,3.382,0.393,6.855,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2010,2,19.0,3.988,0.633,5.439,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2010,3,14.1,4.893,0.47,8.585,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2010,4,94.4,4.642,3.147,1.43,medio
Santa Cruz del Quiche,altiplano_occidente,2021,2010,5,267.2,4.159,8.907,0.462,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,6,240.5,3.612,8.017,0.445,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,7,272.9,3.484,9.097,0.379,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,8,251.0,3.256,8.367,0.385,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,9,299.4,3.087,9.98,0.306,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2010,10,34.6,3.464,1.153,2.763,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2010,11,59.2,3.159,1.973,1.524,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2010,12,13.1,3.367,0.437,6.274,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,1,8.5,3.512,0.283,9.163,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,2,10.6,3.759,0.353,8.293,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,3,42.1,4.487,1.403,2.985,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,4,52.2,4.627,1.74,2.515,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,5,94.5,4.549,3.15,1.4,medio
Santa Cruz del Quiche,altiplano_occidente,2021,2011,6,178.8,3.521,5.96,0.581,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2011,7,215.7,3.482,7.19,0.478,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2011,8,184.2,3.897,6.14,0.625,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2011,9,170.9,3.234,5.697,0.558,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2011,10,300.3,2.799,10.01,0.277,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2011,11,16.2,3.43,0.54,5.359,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2011,12,12.2,3.182,0.407,6.281,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,1,18.8,3.256,0.627,4.481,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,2,15.9,3.502,0.53,5.559,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,3,10.6,4.37,0.353,9.639,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,4,34.9,4.564,1.163,3.613,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,5,188.7,3.765,6.29,0.589,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2012,6,123.4,3.734,4.113,0.886,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2012,7,62.8,3.983,2.093,1.816,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,8,249.3,3.838,8.31,0.456,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2012,9,112.3,3.793,3.743,0.987,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2012,10,172.8,3.353,5.76,0.572,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2012,11,13.0,3.263,0.433,6.118,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2012,12,6.6,3.64,0.22,11.373,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,1,30.1,3.22,1.003,2.918,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,2,8.2,4.262,0.273,11.415,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,3,6.3,4.542,0.21,14.651,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,4,29.0,4.826,0.967,4.524,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,5,127.0,4.139,4.233,0.955,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,6,165.8,3.651,5.527,0.649,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,7,119.3,3.804,3.977,0.933,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,8,170.4,3.903,5.68,0.675,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,9,174.3,3.262,5.81,0.552,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,10,162.9,3.403,5.43,0.615,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2013,11,37.2,2.876,1.24,2.146,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2013,12,27.6,2.925,0.92,2.868,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,1,7.2,3.263,0.24,9.598,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,2,15.0,3.855,0.5,6.424,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,3,25.1,4.76,0.837,5.082,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,4,18.4,4.699,0.613,6.587,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,5,149.0,3.224,4.967,0.636,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2014,6,224.8,3.395,7.493,0.447,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2014,7,38.5,4.158,1.283,3.006,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,8,40.0,4.104,1.333,2.863,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,9,296.1,3.211,9.87,0.322,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2014,10,220.3,3.141,7.343,0.422,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2014,11,18.8,3.062,0.627,4.214,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2014,12,9.5,3.204,0.317,7.689,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,1,11.6,3.11,0.387,6.391,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,2,15.2,3.759,0.507,6.195,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,3,27.4,4.058,0.913,4.004,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,4,63.3,4.657,2.11,2.107,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,5,94.5,4.414,3.15,1.358,medio
Santa Cruz del Quiche,altiplano_occidente,2021,2015,6,314.9,3.839,10.497,0.362,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2015,7,99.4,4.195,3.313,1.229,medio
Santa Cruz del Quiche,altiplano_occidente,2021,2015,8,46.2,4.441,1.54,2.708,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2015,9,219.9,3.391,7.33,0.456,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2015,10,148.1,3.37,4.937,0.669,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2015,11,74.9,3.01,2.497,1.159,medio
Santa Cruz del Quiche,altiplano_occidente,2021,2015,12,17.0,3.3,0.567,4.95,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,1,12.5,3.472,0.417,6.721,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,2,8.9,3.792,0.297,9.559,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,3,39.3,4.591,1.31,3.256,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,4,18.4,4.748,0.613,6.656,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,5,43.7,4.577,1.457,2.94,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,6,199.8,3.664,6.66,0.542,bajo
Santa Cruz del Quiche,altiplano_occidente,2021,2016,7,64.5,4.231,2.15,1.881,alto
Santa Cruz del Quiche,altiplano_occidente,2021,2016,8,104.0,4.175,3.467,1.171,medio
