municipio,zona,altitud_m,year,month,rainfall,eto_mm_day,rain_mm_day,water_stress_index,stress_level
San Lucas Sacatepequez,altiplano_central,1910,2023,10,250.2,3.535,8.34,0.419,bajo
San Lucas Sacatepequez,altiplano_central,1910,2023,11,93.2,3.439,3.107,1.073,medio
San Lucas Sacatepequez,altiplano_central,1910,2023,12,11.8,3.961,0.393,8.029,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,1,4.3,4.72,0.143,19.396,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,2,9.0,5.898,0.3,14.746,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,3,5.6,5.982,0.187,20.867,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,4,34.9,5.739,1.163,4.543,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,5,53.6,5.093,1.787,2.7,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,6,875.7,3.67,29.19,0.125,bajo
San Lucas Sacatepequez,altiplano_central,1910,2024,7,164.0,4.366,5.467,0.784,bajo
San Lucas Sacatepequez,altiplano_central,1910,2024,8,67.8,4.505,2.26,1.909,alto
San Lucas Sacatepequez,altiplano_central,1910,2024,9,187.5,4.0,6.25,0.63,bajo
San Lucas Sacatepequez,altiplano_central,1910,2024,10,134.2,3.593,4.473,0.786,bajo
San Lucas Sacatepequez,altiplano_central,1910,2024,11,162.6,3.537,5.42,0.641,bajo
San Lucas Sacatepequez,altiplano_central,1910,2024,12,22.1,3.744,0.737,4.475,alto
San Luis Peten,peten_izabal,170,2010,1,69.4,2.598,2.313,1.077,medio
San Luis Peten,peten_izabal,170,2010,2,63.3,3.254,2.11,1.473,medio
San Luis Peten,peten_izabal,170,2010,3,26.5,3.947,0.883,4.014,alto
San Luis Peten,peten_izabal,170,2010,4,203.6,4.726,6.787,0.686,bajo
San Luis Peten,peten_izabal,170,2010,5,231.8,4.428,7.727,0.566,bajo
San Luis Peten,peten_izabal,170,2010,6,181.6,4.56,6.053,0.741,bajo
San Luis Peten,peten_izabal,170,2010,7,270.0,4.22,9.0,0.464,bajo
San Luis Peten,peten_izabal,170,2010,8,333.9,4.1,11.13,0.365,bajo
San Luis Peten,peten_izabal,170,2010,9,359.5,3.99,11.983,0.33,bajo
San Luis Peten,peten_izabal,170,2010,10,126.6,3.639,4.22,0.842,bajo
San Luis Peten,peten_izabal,170,2010,11,69.1,3.261,2.303,1.357,medio
San Luis Peten,peten_izabal,170,2010,12,57.4,2.995,1.913,1.487,medio
San Luis Peten,peten_izabal,170,2011,1,43.7,3.341,1.457,2.146,alto
San Luis Peten,peten_izabal,170,2011,2,53.0,3.712,1.767,1.989,alto
San Luis Peten,peten_izabal,170,2011,3,67.9,4.8,2.263,2.031,alto
San Luis Peten,peten_izabal,170,2011,4,67.2,4.979,2.24,2.128,alto
San Luis Peten,peten_izabal,170,2011,5,32.9,4.981,1.097,4.162,alto
San Luis Peten,peten_izabal,170,2011,6,213.4,4.365,7.113,0.605,bajo
San Luis Peten,peten_izabal,170,2011,7,197.8,4.009,6.593,0.599,bajo
San Luis Peten,peten_izabal,170,2011,8,311.8,4.374,10.393,0.417,bajo
San Luis Peten,peten_izabal,170,2011,9,299.0,4.073,9.967,0.405,bajo
San Luis Peten,peten_izabal,170,2011,10,397.2,3.229,13.24,0.242,bajo
San Luis Peten,peten_izabal,170,2011,11,79.2,3.234,2.64,1.18,medio
San Luis Peten,peten_izabal,170,2011,12,106.8,2.658,3.56,0.726,bajo
San Luis Peten,peten_izabal,170,2012,1,67.4,3.026,2.247,1.289,medio
San Luis Peten,peten_izabal,170,2012,2,57.8,3.375,1.927,1.665,alto
San Luis Peten,peten_izabal,170,2012,3,76.9,4.45,2.563,1.671,alto
San Luis Peten,peten_izabal,170,2012,4,130.5,5.178,4.35,1.164,medio
San Luis Peten,peten_izabal,170,2012,5,273.7,4.577,9.123,0.496,bajo
San Luis Peten,peten_izabal,170,2012,6,395.7,4.417,13.19,0.332,bajo
San Luis Peten,peten_izabal,170,2012,7,161.8,3.966,5.393,0.722,bajo
San Luis Peten,peten_izabal,170,2012,8,316.6,4.436,10.553,0.416,bajo
San Luis Peten,peten_izabal,170,2012,9,105.1,4.297,3.503,1.192,medio
San Luis Peten,peten_izabal,170,2012,10,283.7,3.67,9.457,0.384,bajo
San Luis Peten,peten_izabal,170,2012,11,122.9,2.837,4.097,0.676,bajo
San Luis Peten,peten_izabal,170,2012,12,111.1,3.295,3.703,0.866,bajo
San Luis Peten,peten_izabal,170,2013,1,93.8,2.738,3.127,0.849,bajo
San Luis Peten,peten_izabal,170,2013,2,64.0,3.93,2.133,1.76,alto
San Luis Peten,peten_izabal,170,2013,3,83.8,4.163,2.793,1.439,medio
San Luis Peten,peten_izabal,170,2013,4,51.6,4.885,1.72,2.684,alto
San Luis Peten,peten_izabal,170,2013,5,127.7,4.414,4.257,1.013,medio
San Luis Peten,peten_izabal,170,2013,6,231.3,3.907,7.71,0.5,bajo
San Luis Peten,peten_izabal,170,2013,7,176.3,4.091,5.877,0.685,bajo
San Luis Peten,peten_izabal,170,2013,8,242.3,4.172,8.077,0.51,bajo
San Luis Peten,peten_izabal,170,2013,9,264.8,3.765,8.827,0.422,bajo
San Luis Peten,peten_izabal,170,2013,10,237.5,3.515,7.917,0.438,bajo
San Luis Peten,peten_izabal,170,2013,11,211.1,2.794,7.037,0.391,bajo
San Luis Peten,peten_izabal,170,2013,12,187.4,2.676,6.247,0.422,bajo
San Luis Peten,peten_izabal,170,2014,1,146.9,2.532,4.897,0.507,bajo
San Luis Peten,peten_izabal,170,2014,2,35.8,3.864,1.193,2.988,alto
San Luis Peten,peten_izabal,170,2014,3,58.1,4.628,1.937,2.272,alto
San Luis Peten,peten_izabal,170,2014,4,40.4,4.908,1.347,3.392,alto
San Luis Peten,peten_izabal,170,2014,5,300.6,3.736,10.02,0.369,bajo
San Luis Peten,peten_izabal,170,2014,6,148.5,3.98,4.95,0.788,bajo
San Luis Peten,peten_izabal,170,2014,7,104.1,4.471,3.47,1.252,medio
San Luis Peten,peten_izabal,170,2014,8,235.2,4.651,7.84,0.586,bajo
San Luis Peten,peten_izabal,170,2014,9,380.8,4.015,12.693,0.314,bajo
San Luis Peten,peten_izabal,170,2014,10,274.8,3.361,9.16,0.363,bajo
San Luis Peten,peten_izabal,170,2014,11,221.8,2.827,7.393,0.377,bajo
San Luis Peten,peten_izabal,170,2014,12,86.2,2.721,2.873,0.915,bajo
San Luis Peten,peten_izabal,170,2015,1,77.5,2.613,2.583,0.974,bajo
San Luis Peten,peten_izabal,170,2015,2,63.1,3.452,2.103,1.567,alto
San Luis Peten,peten_izabal,170,2015,3,170.2,4.172,5.673,0.723,bajo
San Luis Peten,peten_izabal,170,2015,4,62.5,4.943,2.083,2.264,alto
San Luis Peten,peten_izabal,170,2015,5,40.4,4.722,1.347,3.264,alto
San Luis Peten,peten_izabal,170,2015,6,248.8,3.837,8.293,0.457,bajo
San Luis Peten,peten_izabal,170,2015,7,91.1,4.457,3.037,1.421,medio
San Luis Peten,peten_izabal,170,2015,8,76.5,4.721,2.55,1.781,alto
San Luis Peten,peten_izabal,170,2015,9,267.2,4.038,8.907,0.448,bajo
San Luis Peten,peten_izabal,170,2015,10,307.3,3.921,10.243,0.379,bajo
San Luis Peten,peten_izabal,170,2015,11,165.8,3.135,5.527,0.557,bajo
San Luis Peten,peten_izabal,170,2015,12,165.4,3.064,5.513,0.546,bajo
San Luis Peten,peten_izabal,170,2016,1,81.2,2.942,2.707,1.048,medio
San Luis Peten,peten_izabal,170,2016,2,98.8,3.003,3.293,0.885,bajo
San Luis Peten,peten_izabal,170,2016,3,46.2,4.467,1.54,2.724,alto
San Luis Peten,peten_izabal,170,2016,4,80.8,4.563,2.693,1.634,alto
San Luis Peten,peten_izabal,170,2016,5,39.5,4.994,1.317,3.525,alto
San Luis Peten,peten_izabal,170,2016,6,257.2,4.195,8.573,0.484,bajo
San Luis Peten,peten_izabal,170,2016,7,143.1,4.287,4.77,0.88,bajo
San Luis Peten,peten_izabal,170,2016,8,325.7,4.157,10.857,0.379,bajo
San Luis Peten,peten_izabal,170,2016,9,275.3,4.1,9.177,0.442,bajo
San Luis Peten,peten_izabal,170,2016,10,224.0,3.936,7.467,0.52,bajo
San Luis Peten,peten_izabal,170,2016,11,287.0,2.956,9.567,0.306,bajo
San Luis Peten,peten_izabal,170,2016,12,110.2,3.112,3.673,0.825,bajo
San Luis Peten,peten_izabal,170,2017,1,70.4,3.485,2.347,1.424,medio
San Luis Peten,peten_izabal,170,2017,2,27.6,3.873,0.92,3.797,alto
San Luis Peten,peten_izabal,170,2017,3,60.3,4.289,2.01,2.033,alto
San Luis Peten,peten_izabal,170,2017,4,108.8,5.185,3.627,1.391,medio
San Luis Peten,peten_izabal,170,2017,5,216.5,4.854,7.217,0.663,bajo
San Luis Peten,peten_izabal,170,2017,6,342.0,4.055,11.4,0.353,bajo
San Luis Peten,peten_izabal,170,2017,7,182.2,4.213,6.073,0.683,bajo
San Luis Peten,peten_izabal,170,2017,8,175.3,4.672,5.843,0.786,bajo
San Luis Peten,peten_izabal,170,2017,9,283.6,4.242,9.453,0.444,bajo
San Luis Peten,peten_izabal,170,2017,10,517.0,3.165,17.233,0.183,bajo
San Luis Peten,peten_izabal,170,2017,11,173.9,3.238,5.797,0.549,bajo
San Luis Peten,peten_izabal,170,2017,12,55.3,2.615,1.843,1.345,medio
San Luis Peten,peten_izabal,170,2018,1,108.6,2.578,3.62,0.693,bajo
San Luis Peten,peten_izabal,170,2018,2,59.1,3.862,1.97,1.866,alto
San Luis Peten,peten_izabal,170,2018,3,36.5,4.945,1.217,3.755,alto
San Luis Peten,peten_izabal,170,2018,4,62.6,4.968,2.087,2.272,alto
San Luis Peten,peten_izabal,170,2018,5,285.3,5.064,9.51,0.527,bajo
San Luis Peten,peten_izabal,170,2018,6,186.3,3.982,6.21,0.631,bajo
San Luis Peten,peten_izabal,170,2018,7,80.2,4.761,2.673,1.717,alto
San Luis Peten,peten_izabal,170,2018,8,138.1,3.993,4.603,0.849,bajo
San Luis Peten,peten_izabal,170,2018,9,170.9,4.179,5.697,0.721,bajo
San Luis Peten,peten_izabal,170,2018,10,225.6,3.539,7.52,0.464,bajo
San Luis Peten,peten_izabal,170,2018,11,137.2,3.403,4.573,0.728,bajo
San Luis Peten,peten_izabal,170,2018,12,77.6,3.343,2.587,1.244,medio
San Luis Peten,peten_izabal,170,2019,1,51.4,3.243,1.713,1.789,alto
San Luis Peten,peten_izabal,170,2019,2,22.8,4.35,0.76,5.058,alto
San Luis Peten,peten_izabal,170,2019,3,39.1,4.758,1.303,3.391,alto
San Luis Peten,peten_izabal,170,2019,4,70.5,5.035,2.35,2.055,alto
San Luis Peten,peten_izabal,170,2019,5,132.8,4.918,4.427,1.086,medio
San Luis Peten,peten_izabal,170,2019,6,125.9,4.876,4.197,1.135,medio
San Luis Peten,peten_izabal,170,2019,7,84.8,4.968,2.827,1.697,alto
San Luis Peten,peten_izabal,170,2019,8,47.7,5.168,1.59,3.058,alto
San Luis Peten,peten_izabal,170,2019,9,324.8,4.406,10.827,0.403,bajo
San Luis Peten,peten_izabal,170,2019,10,350.5,3.864,11.683,0.328,bajo
San Luis Peten,peten_izabal,170,2019,11,91.6,3.359,3.053,1.065,medio
San Luis Peten,peten_izabal,170,2019,12,160.2,3.018,5.34,0.555,bajo
San Luis Peten,peten_izabal,170,2020,1,85.7,3.306,2.857,1.118,medio
San Luis Peten,peten_izabal,170,2020,2,92.3,3.907,3.077,1.23,medio
San Luis Peten,peten_izabal,170,2020,3,84.0,4.678,2.8,1.613,alto
San Luis Peten,peten_izabal,170,2020,4,3.4,5.203,0.113,24.389,alto
San Luis Peten,peten_izabal,170,2020,5,337.3,4.709,11.243,0.415,bajo
San Luis Peten,peten_izabal,170,2020,6,347.1,4.455,11.57,0.382,bajo
San Luis Peten,peten_izabal,170,2020,7,97.3,4.532,3.243,1.356,medio
San Luis Peten,peten_izabal,170,2020,8,260.7,4.523,8.69,0.515,bajo
San Luis Peten,peten_izabal,170,2020,9,320.3,4.475,10.677,0.415,bajo
San Luis Peten,peten_izabal,170,2020,10,289.1,3.412,9.637,0.35,bajo
San Luis Peten,peten_izabal,170,2020,11,486.0,2.873,16.2,0.176,bajo
San Luis Peten,peten_izabal,170,2020,12,72.2,2.725,2.407,1.087,medio
San Luis Peten,peten_izabal,170,2021,1,135.7,2.891,4.523,0.625,bajo
San Luis Peten,peten_izabal,170,2021,2,35.8,3.944,1.193,3.05,alto
San Luis Peten,peten_izabal,170,2021,3,65.5,4.745,2.183,2.078,alto
San Luis Peten,peten_izabal,170,2021,4,112.7,4.838,3.757,1.254,medio
San Luis Peten,peten_izabal,170,2021,5,129.3,4.846,4.31,1.099,medio
San Luis Peten,peten_izabal,170,2021,6,158.2,4.605,5.273,0.857,bajo
San Luis Peten,peten_izabal,170,2021,7,149.4,4.434,4.98,0.873,bajo
San Luis Peten,peten_izabal,170,2021,8,171.0,4.33,5.7,0.747,bajo
San Luis Peten,peten_izabal,170,2021,9,195.5,4.423,6.517,0.668,bajo
San Luis Peten,peten_izabal,170,2021,10,215.6,4.192,7.187,0.575,bajo
San Luis Peten,peten_izabal,170,2021,11,124.7,3.035,4.157,0.713,bajo
San Luis Peten,peten_izabal,170,2021,12,76.5,3.165,2.55,1.194,medio
San Luis Peten,peten_izabal,170,2022,1,130.7,2.976,4.357,0.668,bajo
San Luis Peten,peten_izabal,170,2022,2,107.7,3.518,3.59,0.953,bajo
San Luis Peten,peten_izabal,170,2022,3,96.2,4.44,3.207,1.343,medio
San Luis Peten,peten_izabal,170,2022,4,68.8,5.085,2.293,2.125,alto
San Luis Peten,peten_izabal,170,2022,5,80.0,4.737,2.667,1.712,alto
San Luis Peten,peten_izabal,170,2022,6,262.8,4.015,8.76,0.453,bajo
San Luis Peten,peten_izabal,170,2022,7,123.7,4.034,4.123,0.955,bajo
San Luis Peten,peten_izabal,170,2022,8,147.0,3.932,4.9,0.786,bajo
San Luis Peten,peten_izabal,170,2022,9,336.7,3.783,11.223,0.334,bajo
San Luis Peten,peten_izabal,170,2022,10,238.6,3.472,7.953,0.431,bajo
San Luis Peten,peten_izabal,170,2022,11,174.5,3.295,5.817,0.557,bajo
San Luis Peten,peten_izabal,170,2022,12,146.6,2.958,4.887,0.593,bajo
San Luis Peten,peten_izabal,170,2023,1,65.3,3.539,2.177,1.554,alto
San Luis Peten,peten_izabal,170,2023,2,66.5,3.904,2.217,1.685,alto
San Luis Peten,peten_izabal,170,2023,3,64.9,4.819,2.163,2.129,alto
San Luis Peten,peten_izabal,170,2023,4,16.6,5.232,0.553,8.009,alto
San Luis Peten,peten_izabal,170,2023,5,34.2,4.861,1.14,3.92,alto
San Luis Peten,peten_izabal,170,2023,6,86.6,5.232,2.887,1.752,alto
San Luis Peten,peten_izabal,170,2023,7,222.6,4.004,7.42,0.532,bajo
San Luis Peten,peten_izabal,170,2023,8,165.6,4.27,5.52,0.76,bajo
San Luis Peten,peten_izabal,170,2023,9,196.5,4.277,6.55,0.643,bajo
San Luis Peten,peten_izabal,170,2023,10,169.4,3.769,5.647,0.656,bajo
San Luis Peten,peten_izabal,170,2023,11,312.3,2.712,10.41,0.258,bajo
San Luis Peten,peten_izabal,170,2023,12,148.3,2.677,4.943,0.531,bajo
San Luis Peten,peten_izabal,170,2024,1,61.4,3.313,2.047,1.543,alto
San Luis Peten,peten_izabal,170,2024,2,14.7,4.196,0.49,7.112,alto
San Luis Peten,peten_izabal,170,2024,3,10.5,4.996,0.35,11.102,alto
San Luis Peten,peten_izabal,170,2024,4,41.7,4.963,1.39,3.331,alto
San Luis Peten,peten_izabal,170,2024,5,10.9,5.319,0.363,11.479,alto
San Luis Peten,peten_izabal,170,2024,6,380.5,4.151,12.683,0.325,bajo
San Luis Peten,peten_izabal,170,2024,7,192.7,3.773,6.423,0.578,bajo
San Luis Peten,peten_izabal,170,2024,8,253.5,4.059,8.45,0.475,bajo
San Luis Peten,peten_izabal,170,2024,9,316.6,4.273,10.553,0.401,bajo
San Luis Peten,peten_izabal,170,2024,10,315.5,3.065,10.517,0.289,bajo
San Luis Peten,peten_izabal,170,2024,11,282.2,3.194,9.407,0.336,bajo
San Luis Peten,peten_izabal,170,2024,12,154.0,2.375,5.133,0.454,bajo
San Marcos,altiplano_occidente,2398,2010,1,17.3,4.293,0.577,6.344,alto
San Marcos,altiplano_occidente,2398,2010,2,20.1,4.713,0.67,6.12,alto
San Marcos,altiplano_occidente,2398,2010,3,57.5,5.22,1.917,2.588,alto
San Marcos,altiplano_occidente,2398,2010,4,165.2,4.867,5.507,0.868,bajo
San Marcos,altiplano_occidente,2398,2010,5,499.0,4.191,16.633,0.25,bajo
San Marcos,altiplano_occidente,2398,2010,6,468.8,3.539,15.627,0.225,bajo
San Marcos,altiplano_occidente,2398,2010,7,358.3,3.872,11.943,0.321,bajo
San Marcos,altiplano_occidente,2398,2010,8,512.6,3.616,17.087,0.21,bajo
San Marcos,altiplano_occidente,2398,2010,9,423.1,3.057,14.103,0.215,bajo
San Marcos,altiplano_occidente,2398,2010,10,123.6,4.151,4.12,0.984,bajo
San Marcos,altiplano_occidente,2398,2010,11,88.3,3.781,2.943,1.242,medio
San Marcos,altiplano_occidente,2398,2010,12,25.1,3.917,0.837,4.182,alto
San Marcos,altiplano_occidente,2398,2011,1,8.2,4.069,0.273,10.9,alto
San Marcos,altiplano_occidente,2398,2011,2,42.8,4.431,1.427,2.902,alto
San Marcos,altiplano_occidente,2398,2011,3,53.2,4.802,1.773,2.563,alto
San Marcos,altiplano_occidente,2398,2011,4,143.3,4.384,4.777,0.899,bajo
San Marcos,altiplano_occidente,2398,2011,5,338.7,4.589,11.29,0.403,bajo
San Marcos,altiplano_occidente,2398,2011,6,460.1,3.972,15.337,0.257,bajo
San Marcos,altiplano_occidente,2398,2011,7,370.4,4.106,12.347,0.33,bajo
San Marcos,altiplano_occidente,2398,2011,8,228.6,3.971,7.62,0.514,bajo
San Marcos,altiplano_occidente,2398,2011,9,323.1,3.733,10.77,0.343,bajo
San Marcos,altiplano_occidente,2398,2011,10,349.3,3.272,11.643,0.279,bajo
San Marcos,altiplano_occidente,2398,2011,11,73.6,4.043,2.453,1.583,alto
San Marcos,altiplano_occidente,2398,2011,12,27.7,3.941,0.923,3.851,alto
San Marcos,altiplano_occidente,2398,2012,1,42.9,3.947,1.43,2.58,alto
San Marcos,altiplano_occidente,2398,2012,2,43.8,4.081,1.46,2.616,alto
San Marcos,altiplano_occidente,2398,2012,3,39.8,4.789,1.327,3.357,alto
San Marcos,altiplano_occidente,2398,2012,4,78.7,4.814,2.623,1.768,alto
San Marcos,altiplano_occidente,2398,2012,5,573.8,4.02,19.127,0.209,bajo
San Marcos,altiplano_occidente,2398,2012,6,241.7,4.021,8.057,0.493,bajo
San Marcos,altiplano_occidente,2398,2012,7,151.5,4.614,5.05,0.896,bajo
San Marcos,altiplano_occidente,2398,2012,8,435.6,4.184,14.52,0.286,bajo
San Marcos,altiplano_occidente,2398,2012,9,299.4,4.242,9.98,0.421,bajo
San Marcos,altiplano_occidente,2398,2012,10,262.5,3.747,8.75,0.423,bajo
San Marcos,altiplano_occidente,2398,2012,11,21.1,4.154,0.703,5.171,alto
San Marcos,altiplano_occidente,2398,2012,12,16.8,4.133,0.56,6.262,alto
San Marcos,altiplano_occidente,2398,2013,1,30.2,4.064,1.007,3.672,alto
San Marcos,altiplano_occidente,2398,2013,2,9.8,4.553,0.327,10.672,alto
San Marcos,altiplano_occidente,2398,2013,3,29.6,5.183,0.987,4.77,alto
San Marcos,altiplano_occidente,2398,2013,4,86.5,4.63,2.883,1.552,alto
San Marcos,altiplano_occidente,2398,2013,5,210.6,4.237,7.02,0.595,bajo
San Marcos,altiplano_occidente,2398,2013,6,256.3,4.049,8.543,0.468,bajo
San Marcos,altiplano_occidente,2398,2013,7,213.9,4.487,7.13,0.621,bajo
San Marcos,altiplano_occidente,2398,2013,8,262.6,4.334,8.753,0.49,bajo
San Marcos,altiplano_occidente,2398,2013,9,239.1,3.451,7.97,0.428,bajo
San Marcos,altiplano_occidente,2398,2013,10,412.2,3.899,13.74,0.282,bajo
San Marcos,altiplano_occidente,2398,2013,11,92.8,3.52,3.093,1.102,medio
San Marcos,altiplano_occidente,2398,2013,12,33.1,3.65,1.103,3.033,alto
San Marcos,altiplano_occidente,2398,2014,1,18.8,4.076,0.627,5.609,alto
San Marcos,altiplano_occidente,2398,2014,2,24.3,4.239,0.81,4.658,alto
San Marcos,altiplano_occidente,2398,2014,3,79.8,4.753,2.66,1.722,alto
San Marcos,altiplano_occidente,2398,2014,4,67.7,4.639,2.257,1.969,alto
San Marcos,altiplano_occidente,2398,2014,5,436.3,3.984,14.543,0.272,bajo
San Marcos,altiplano_occidente,2398,2014,6,519.3,3.965,17.31,0.228,bajo
San Marcos,altiplano_occidente,2398,2014,7,83.3,4.859,2.777,1.689,alto
San Marcos,altiplano_occidente,2398,2014,8,136.4,4.461,4.547,0.96,bajo
San Marcos,altiplano_occidente,2398,2014,9,473.5,3.607,15.783,0.227,bajo
San Marcos,altiplano_occidente,2398,2014,10,303.0,3.704,10.1,0.363,bajo
San Marcos,altiplano_occidente,2398,2014,11,77.5,3.822,2.583,1.424,medio
San Marcos,altiplano_occidente,2398,2014,12,15.6,3.943,0.52,6.36,alto
San Marcos,altiplano_occidente,2398,2015,1,11.2,4.14,0.373,8.746,alto
San Marcos,altiplano_occidente,2398,2015,2,51.8,4.601,1.727,2.519,alto
San Marcos,altiplano_occidente,2398,2015,3,69.4,4.717,2.313,1.955,alto
San Marcos,altiplano_occidente,2398,2015,4,58.2,4.597,1.94,2.253,alto
San Marcos,altiplano_occidente,2398,2015,5,268.4,4.602,8.947,0.509,bajo
San Marcos,altiplano_occidente,2398,2015,6,317.8,4.451,10.593,0.416,bajo
San Marcos,altiplano_occidente,2398,2015,7,159.0,4.568,5.3,0.846,bajo
San Marcos,altiplano_occidente,2398,2015,8,154.6,4.643,5.153,0.884,bajo
San Marcos,altiplano_occidente,2398,2015,9,421.8,3.865,14.06,0.273,bajo
San Marcos,altiplano_occidente,2398,2015,10,257.2,3.575,8.573,0.412,bajo
San Marcos,altiplano_occidente,2398,2015,11,111.7,3.671,3.723,0.96,bajo
San Marcos,altiplano_occidente,2398,2015,12,27.0,3.963,0.9,3.963,alto
San Marcos,altiplano_occidente,2398,2016,1,18.4,3.915,0.613,5.489,alto
San Marcos,altiplano_occidente,2398,2016,2,15.0,4.541,0.5,7.568,alto
San Marcos,altiplano_occidente,2398,2016,3,53.2,4.489,1.773,2.396,alto
San Marcos,altiplano_occidente,2398,2016,4,32.6,4.707,1.087,3.966,alto
San Marcos,altiplano_occidente,2398,2016,5,246.7,4.326,8.223,0.52,bajo
San Marcos,altiplano_occidente,2398,2016,6,332.7,3.984,11.09,0.356,bajo
San Marcos,altiplano_occidente,2398,2016,7,117.7,4.691,3.923,1.166,medio
San Marcos,altiplano_occidente,2398,2016,8,195.5,4.376,6.517,0.661,bajo
San Marcos,altiplano_occidente,2398,2016,9,283.8,4.067,9.46,0.425,bajo
San Marcos,altiplano_occidente,2398,2016,10,137.7,4.105,4.59,0.875,bajo
San Marcos,altiplano_occidente,2398,2016,11,80.6,3.713,2.687,1.332,medio
San Marcos,altiplano_occidente,2398,2016,12,56.0,3.832,1.867,1.949,alto
San Marcos,altiplano_occidente,2398,2017,1,37.9,4.067,1.263,2.983,alto
San Marcos,altiplano_occidente,2398,2017,2,22.6,4.254,0.753,4.986,alto
San Marcos,altiplano_occidente,2398,2017,3,50.5,4.698,1.683,2.635,alto
San Marcos,altiplano_occidente,2398,2017,4,44.3,5.036,1.477,3.194,alto
San Marcos,altiplano_occidente,2398,2017,5,466.7,3.991,15.557,0.255,bajo
San Marcos,altiplano_occidente,2398,2017,6,276.4,3.601,9.213,0.387,bajo
San Marcos,altiplano_occidente,2398,2017,7,244.8,4.419,8.16,0.535,bajo
San Marcos,altiplano_occidente,2398,2017,8,228.7,4.385,7.623,0.568,bajo
San Marcos,altiplano_occidente,2398,2017,9,453.0,3.777,15.1,0.249,bajo
San Marcos,altiplano_occidente,2398,2017,10,227.5,3.546,7.583,0.461,bajo
San Marcos,altiplano_occidente,2398,2017,11,45.2,4.12,1.507,2.564,alto
San Marcos,altiplano_occidente,2398,2017,12,8.1,3.886,0.27,10.504,alto
San Marcos,altiplano_occidente,2398,2018,1,10.9,4.01,0.363,8.655,alto
San Marcos,altiplano_occidente,2398,2018,2,18.0,4.531,0.6,6.473,alto
San Marcos,altiplano_occidente,2398,2018,3,22.9,5.003,0.763,5.795,alto
San Marcos,altiplano_occidente,2398,2018,4,147.2,4.215,4.907,0.842,bajo
San Marcos,altiplano_occidente,2398,2018,5,492.6,4.209,16.42,0.255,bajo
San Marcos,altiplano_occidente,2398,2018,6,349.3,3.705,11.643,0.315,bajo
San Marcos,altiplano_occidente,2398,2018,7,74.1,4.991,2.47,1.942,alto
San Marcos,altiplano_occidente,2398,2018,8,262.8,4.609,8.76,0.52,bajo
San Marcos,altiplano_occidente,2398,2018,9,242.3,4.063,8.077,0.497,bajo
San Marcos,altiplano_occidente,2398,2018,10,290.9,3.454,9.697,0.353,bajo
San Marcos,altiplano_occidente,2398,2018,11,64.3,4.025,2.143,1.794,alto
San Marcos,altiplano_occidente,2398,2018,12,23.4,3.849,0.78,4.374,alto
San Marcos,altiplano_occidente,2398,2019,1,42.5,4.009,1.417,2.643,alto
San Marcos,altiplano_occidente,2398,2019,2,18.1,4.367,0.603,6.209,alto
San Marcos,altiplano_occidente,2398,2019,3,48.4,4.802,1.613,2.803,alto
San Marcos,altiplano_occidente,2398,2019,4,46.6,4.959,1.553,2.999,alto
San Marcos,altiplano_occidente,2398,2019,5,338.8,4.017,11.293,0.353,bajo
San Marcos,altiplano_occidente,2398,2019,6,250.9,4.415,8.363,0.522,bajo
San Marcos,altiplano_occidente,2398,2019,7,131.0,4.787,4.367,1.072,medio
San Marcos,altiplano_occidente,2398,2019,8,157.6,4.517,5.253,0.844,bajo
San Marcos,altiplano_occidente,2398,2019,9,427.8,4.04,14.26,0.281,bajo
San Marcos,altiplano_occidente,2398,2019,10,414.3,3.461,13.81,0.249,bajo
San Marcos,altiplano_occidente,2398,2019,11,55.8,4.011,1.86,2.046,alto
San Marcos,altiplano_occidente,2398,2019,12,40.3,3.882,1.343,2.69,alto
San Marcos,altiplano_occidente,2398,2020,1,10.6,4.064,0.353,8.965,alto
San Marcos,altiplano_occidente,2398,2020,2,9.3,4.642,0.31,11.322,alto
San Marcos,altiplano_occidente,2398,2020,3,35.2,4.907,1.173,3.854,alto
San Marcos,altiplano_occidente,2398,2020,4,49.8,4.676,1.66,2.657,alto
San Marcos,altiplano_occidente,2398,2020,5,436.1,3.97,14.537,0.271,bajo
San Marcos,altiplano_occidente,2398,2020,6,897.5,3.862,29.917,0.129,bajo
San Marcos,altiplano_occidente,2398,2020,7,162.3,4.549,5.41,0.826,bajo
San Marcos,altiplano_occidente,2398,2020,8,411.4,4.214,13.713,0.305,bajo
San Marcos,altiplano_occidente,2398,2020,9,342.5,4.11,11.417,0.357,bajo
San Marcos,altiplano_occidente,2398,2020,10,224.6,3.662,7.487,0.483,bajo
San Marcos,altiplano_occidente,2398,2020,11,115.5,3.375,3.85,0.855,bajo
San Marcos,altiplano_occidente,2398,2020,12,32.1,3.807,1.07,3.254,alto
San Marcos,altiplano_occidente,2398,2021,1,18.6,3.956,0.62,5.495,alto
San Marcos,altiplano_occidente,2398,2021,2,22.9,4.436,0.763,5.138,alto
San Marcos,altiplano_occidente,2398,2021,3,43.2,4.733,1.44,3.074,alto
