municipio,zona,altitud_m,year,month,solar_radiation,solar_clear_sky,nasa_rainfall,nasa_humidity,nasa_temp,dew_point,nasa_temp_max,nasa_temp_min,wind_speed_10m,wind_speed_2m,zona
San Marcos,altiplano_occidente,2398,2020,13,18.81,24.29,10.27,85.56,18.96,16.1,30.58,9.79,1.47,0.66,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,1,18.38,21.25,1.67,84.47,17.39,14.35,24.13,10.62,1.32,0.59,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,2,20.45,23.63,0.24,79.52,17.39,13.35,24.87,10.23,1.58,0.76,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,3,21.44,25.92,2.43,79.74,18.37,14.24,27.15,10.86,1.57,0.72,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,4,20.08,26.13,3.04,80.07,19.74,15.72,28.54,12.76,1.58,0.76,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,5,18.96,26.03,15.15,87.46,19.64,17.23,26.85,14.67,1.32,0.61,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,6,18.8,26.75,16.71,90.11,19.24,17.39,25.42,14.64,1.5,0.67,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,7,20.81,27.02,11.75,88.43,19.34,17.12,25.02,12.32,1.27,0.56,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,8,18.48,26.6,17.68,91.06,19.01,17.33,25.37,14.89,1.21,0.52,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,9,19.02,25.77,13.71,90.9,19.1,17.4,24.72,14.28,1.34,0.57,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,10,18.35,23.72,9.61,90.95,19.39,17.65,25.21,14.39,1.12,0.46,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,11,17.87,21.59,3.22,88.25,17.66,15.4,23.54,8.92,1.29,0.54,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,12,17.98,20.41,0.9,84.73,17.51,14.6,24.11,10.25,1.38,0.63,altiplano_occidente
San Marcos,altiplano_occidente,2398,2021,13,19.21,24.57,8.06,86.35,18.66,16.0,28.54,8.92,1.37,0.61,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,1,17.99,21.05,0.72,82.36,16.78,13.38,23.75,9.88,1.46,0.68,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,2,20.09,23.37,0.37,78.71,17.12,12.92,25.85,9.59,1.71,0.78,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,3,20.16,25.43,1.49,77.64,18.7,14.14,28.0,10.43,1.62,0.76,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,4,19.5,26.0,6.33,79.97,19.87,15.68,28.85,12.31,1.49,0.69,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,5,17.28,26.09,12.4,85.33,19.54,16.68,27.42,12.58,1.45,0.67,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,6,16.27,26.67,18.31,91.02,18.47,16.77,24.69,13.52,1.47,0.63,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,7,19.44,26.78,12.63,88.34,19.35,17.09,25.34,13.63,1.15,0.5,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,8,18.52,26.68,15.89,89.17,18.99,16.92,25.06,12.08,1.27,0.56,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,9,15.93,25.39,26.4,91.29,18.98,17.35,24.52,13.94,1.45,0.62,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,10,16.54,23.52,11.42,91.14,18.97,17.3,24.75,12.16,1.37,0.59,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,11,15.94,21.17,6.53,90.13,18.43,16.54,24.94,13.0,1.2,0.5,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,12,16.73,20.27,0.83,86.75,17.04,14.49,23.56,10.35,1.32,0.58,altiplano_occidente
San Marcos,altiplano_occidente,2398,2022,13,17.86,24.37,9.46,86.02,18.53,15.79,28.85,9.59,1.41,0.63,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,1,18.72,21.12,0.38,81.82,17.0,13.45,24.26,9.03,1.49,0.68,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,2,20.75,23.46,0.07,77.57,17.39,12.91,25.66,10.13,1.73,0.81,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,3,19.81,24.95,1.98,80.02,18.84,14.74,26.45,10.36,1.55,0.73,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,4,20.87,25.51,0.35,75.06,20.42,15.08,28.86,10.88,1.58,0.74,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,5,19.15,25.19,1.81,74.26,21.41,15.93,30.38,15.28,1.46,0.69,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,6,18.75,26.62,4.47,82.34,20.81,17.21,29.73,13.81,1.37,0.63,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,7,19.07,26.64,9.13,85.69,20.3,17.46,26.93,13.5,1.29,0.57,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,8,18.62,26.48,11.35,86.78,20.09,17.5,27.29,13.31,1.25,0.55,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,9,19.08,25.58,11.86,87.92,20.01,17.66,26.97,15.46,1.18,0.51,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,10,15.87,23.51,23.41,91.14,19.52,17.86,24.93,12.73,1.35,0.57,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,11,15.87,21.25,2.34,88.04,19.17,16.88,25.33,13.32,1.27,0.58,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,12,18.1,20.33,0.75,82.45,17.47,14.1,24.66,6.48,1.59,0.72,altiplano_occidente
San Marcos,altiplano_occidente,2398,2023,13,18.71,24.22,5.71,82.79,19.38,15.91,30.38,6.48,1.42,0.65,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,1,18.74,20.89,0.2,82.46,18.32,14.91,25.9,11.93,1.47,0.7,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,2,20.9,23.53,0.25,74.92,17.82,12.61,27.04,9.28,1.6,0.74,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,3,20.43,24.8,0.22,71.54,21.01,14.81,30.01,13.26,1.7,0.83,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,4,20.03,25.45,3.07,71.66,21.53,15.29,30.72,12.89,1.79,0.86,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,5,19.07,24.92,6.49,81.22,21.84,17.87,30.14,15.2,1.5,0.71,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,6,15.06,26.0,17.61,90.98,20.1,18.41,27.17,15.28,1.88,0.84,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,7,19.3,26.46,12.74,88.13,20.19,17.87,26.34,14.45,1.18,0.49,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,8,18.95,26.4,12.33,88.15,20.15,17.82,26.14,14.18,1.1,0.47,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,9,17.28,25.34,16.9,90.96,19.91,18.2,26.32,13.36,1.52,0.65,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,10,16.27,23.33,5.95,90.49,19.22,17.43,25.13,14.79,1.32,0.55,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,11,15.95,20.95,7.22,89.62,18.49,16.5,24.74,10.69,1.34,0.56,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,12,16.97,20.08,0.32,84.54,17.59,14.66,24.17,9.54,1.5,0.65,altiplano_occidente
San Marcos,altiplano_occidente,2398,2024,13,18.24,24.01,6.93,83.75,19.69,16.38,30.72,9.28,1.49,0.67,altiplano_occidente
San Pedro Carcha,verapaces,1350,2010,1,13.17,20.74,2.69,84.54,18.31,15.16,33.34,8.87,2.0,0.96,verapaces
San Pedro Carcha,verapaces,1350,2010,2,14.89,22.61,1.14,77.72,20.69,16.0,33.83,11.28,1.95,0.94,verapaces
San Pedro Carcha,verapaces,1350,2010,3,17.86,24.9,0.35,66.93,22.32,14.62,38.01,11.59,2.15,1.1,verapaces
San Pedro Carcha,verapaces,1350,2010,4,19.4,25.35,3.37,70.54,24.91,18.15,37.18,15.78,1.77,0.9,verapaces
San Pedro Carcha,verapaces,1350,2010,5,18.51,26.85,5.46,76.6,24.57,19.38,37.05,17.73,1.89,0.95,verapaces
San Pedro Carcha,verapaces,1350,2010,6,18.29,26.88,7.99,84.75,23.4,20.38,31.52,18.2,1.64,0.77,verapaces
San Pedro Carcha,verapaces,1350,2010,7,18.24,26.9,6.24,87.46,22.63,20.22,28.86,18.21,1.49,0.7,verapaces
San Pedro Carcha,verapaces,1350,2010,8,17.21,26.49,11.3,90.28,22.41,20.58,28.14,18.31,1.35,0.62,verapaces
San Pedro Carcha,verapaces,1350,2010,9,17.45,25.66,9.05,90.25,22.39,20.54,28.7,18.54,1.54,0.7,verapaces
San Pedro Carcha,verapaces,1350,2010,10,14.91,23.6,1.35,88.81,20.18,18.07,28.6,13.48,1.83,0.86,verapaces
San Pedro Carcha,verapaces,1350,2010,11,14.76,21.59,2.19,88.07,19.1,16.85,28.3,8.94,1.74,0.83,verapaces
San Pedro Carcha,verapaces,1350,2010,12,14.67,20.59,1.18,84.6,17.13,14.19,29.13,9.47,1.92,0.91,verapaces
San Pedro Carcha,verapaces,1350,2010,13,16.62,24.35,4.37,82.58,21.5,17.85,38.01,8.87,1.77,0.85,verapaces
San Pedro Carcha,verapaces,1350,2011,1,15.07,20.55,1.33,79.14,20.22,15.84,30.59,11.89,1.82,0.89,verapaces
San Pedro Carcha,verapaces,1350,2011,2,17.01,23.07,0.95,76.16,20.85,15.64,32.35,13.15,1.92,0.96,verapaces
San Pedro Carcha,verapaces,1350,2011,3,20.0,25.45,1.1,66.52,22.18,14.18,37.08,13.27,2.0,0.98,verapaces
San Pedro Carcha,verapaces,1350,2011,4,20.98,24.64,1.55,63.59,24.84,16.04,35.73,15.28,1.96,1.01,verapaces
San Pedro Carcha,verapaces,1350,2011,5,20.33,25.76,4.12,74.69,24.52,18.92,35.07,15.58,1.78,0.88,verapaces
San Pedro Carcha,verapaces,1350,2011,6,18.49,26.75,9.29,82.92,23.15,19.66,30.64,18.47,1.54,0.73,verapaces
San Pedro Carcha,verapaces,1350,2011,7,17.68,26.62,9.65,90.16,22.09,20.23,27.51,17.88,1.45,0.67,verapaces
San Pedro Carcha,verapaces,1350,2011,8,19.75,26.62,5.29,88.35,22.63,20.37,29.01,17.98,1.35,0.63,verapaces
San Pedro Carcha,verapaces,1350,2011,9,17.54,25.36,8.6,89.4,22.25,20.22,29.37,17.88,1.37,0.63,verapaces
San Pedro Carcha,verapaces,1350,2011,10,13.92,23.52,8.45,90.58,20.26,18.53,27.05,13.65,1.71,0.8,verapaces
San Pedro Carcha,verapaces,1350,2011,11,15.11,21.49,2.43,89.38,19.41,17.42,26.64,11.04,1.72,0.83,verapaces
San Pedro Carcha,verapaces,1350,2011,12,13.07,20.21,2.85,90.97,18.5,16.84,25.15,12.0,1.79,0.84,verapaces
San Pedro Carcha,verapaces,1350,2011,13,17.41,24.18,4.66,81.87,21.74,17.84,37.08,11.04,1.7,0.82,verapaces
San Pedro Carcha,verapaces,1350,2012,1,13.52,20.78,3.25,89.25,18.91,16.87,28.04,12.3,1.77,0.84,verapaces
San Pedro Carcha,verapaces,1350,2012,2,14.66,23.03,3.27,88.11,19.68,17.36,28.98,15.02,1.74,0.83,verapaces
San Pedro Carcha,verapaces,1350,2012,3,19.28,25.79,1.79,80.14,20.65,16.43,31.98,11.67,1.96,0.94,verapaces
San Pedro Carcha,verapaces,1350,2012,4,21.8,26.35,1.28,69.45,23.54,16.57,34.91,14.99,1.88,0.92,verapaces
San Pedro Carcha,verapaces,1350,2012,5,18.76,25.99,4.96,76.15,24.22,18.91,35.11,18.78,1.72,0.85,verapaces
San Pedro Carcha,verapaces,1350,2012,6,18.61,26.97,6.41,85.79,23.14,20.31,30.77,18.54,1.31,0.62,verapaces
San Pedro Carcha,verapaces,1350,2012,7,17.94,26.59,6.02,89.79,21.8,19.88,26.71,18.01,1.63,0.77,verapaces
San Pedro Carcha,verapaces,1350,2012,8,19.3,26.42,9.76,89.0,22.29,20.18,28.09,17.64,1.47,0.67,verapaces
San Pedro Carcha,verapaces,1350,2012,9,18.54,25.69,5.63,88.73,21.96,19.8,28.22,17.21,1.37,0.65,verapaces
San Pedro Carcha,verapaces,1350,2012,10,15.84,23.7,4.0,89.47,21.27,19.28,27.88,15.4,1.59,0.73,verapaces
San Pedro Carcha,verapaces,1350,2012,11,13.15,21.54,1.97,89.57,18.54,16.63,25.7,11.69,1.95,0.9,verapaces
San Pedro Carcha,verapaces,1350,2012,12,15.65,20.23,1.35,83.72,19.67,16.41,29.07,12.41,1.68,0.8,verapaces
San Pedro Carcha,verapaces,1350,2012,13,17.26,24.42,4.15,84.93,21.31,18.22,35.11,11.67,1.67,0.79,verapaces
San Pedro Carcha,verapaces,1350,2013,1,13.06,20.85,2.16,84.67,19.63,16.58,31.13,12.02,1.95,0.93,verapaces
San Pedro Carcha,verapaces,1350,2013,2,17.18,22.9,1.41,77.14,21.63,16.56,35.38,12.49,1.85,0.89,verapaces
San Pedro Carcha,verapaces,1350,2013,3,18.04,25.03,1.36,69.78,21.43,14.58,38.26,8.41,2.21,1.09,verapaces
San Pedro Carcha,verapaces,1350,2013,4,20.1,24.73,1.64,67.16,25.25,17.42,38.35,14.62,1.93,0.98,verapaces
San Pedro Carcha,verapaces,1350,2013,5,18.55,25.09,4.51,73.38,24.21,18.24,34.72,15.44,1.84,0.93,verapaces
San Pedro Carcha,verapaces,1350,2013,6,17.55,26.58,6.99,87.64,22.64,20.2,31.21,17.64,1.51,0.72,verapaces
San Pedro Carcha,verapaces,1350,2013,7,18.04,26.67,6.56,89.85,21.83,19.91,27.05,18.58,1.5,0.71,verapaces
San Pedro Carcha,verapaces,1350,2013,8,18.82,26.5,7.05,89.09,22.04,19.95,28.32,16.57,1.53,0.71,verapaces
San Pedro Carcha,verapaces,1350,2013,9,16.77,25.36,6.33,89.06,22.43,20.34,28.16,17.75,1.28,0.58,verapaces
San Pedro Carcha,verapaces,1350,2013,10,15.98,23.42,7.03,91.11,21.83,20.16,27.81,17.55,1.42,0.66,verapaces
San Pedro Carcha,verapaces,1350,2013,11,12.81,21.18,4.44,90.68,20.18,18.45,27.33,12.7,1.85,0.86,verapaces
San Pedro Carcha,verapaces,1350,2013,12,12.81,20.05,5.04,90.54,19.46,17.68,27.1,14.55,1.77,0.82,verapaces
San Pedro Carcha,verapaces,1350,2013,13,16.64,24.04,4.57,83.39,21.87,18.35,38.35,8.41,1.72,0.82,verapaces
San Pedro Carcha,verapaces,1350,2014,1,13.81,20.83,2.01,90.09,17.71,15.9,25.3,8.29,1.94,0.92,verapaces
San Pedro Carcha,verapaces,1350,2014,2,16.78,23.11,2.71,86.98,20.24,17.69,27.99,15.14,1.66,0.79,verapaces
San Pedro Carcha,verapaces,1350,2014,3,20.93,25.36,1.47,79.02,22.16,17.66,32.49,14.5,1.8,0.87,verapaces
San Pedro Carcha,verapaces,1350,2014,4,20.82,25.73,1.02,69.97,24.07,17.28,36.31,12.52,1.95,0.97,verapaces
San Pedro Carcha,verapaces,1350,2014,5,15.52,25.66,8.14,84.57,22.9,19.77,31.48,16.58,1.76,0.86,verapaces
San Pedro Carcha,verapaces,1350,2014,6,16.8,26.45,7.93,88.97,22.55,20.46,27.94,17.64,1.63,0.77,verapaces
San Pedro Carcha,verapaces,1350,2014,7,19.21,26.72,4.43,89.16,22.07,20.01,27.78,18.18,1.68,0.79,verapaces
San Pedro Carcha,verapaces,1350,2014,8,20.86,26.76,5.84,87.87,22.11,19.79,27.71,16.9,1.42,0.68,verapaces
San Pedro Carcha,verapaces,1350,2014,9,16.71,25.45,10.76,90.33,21.99,20.15,28.0,17.83,1.38,0.63,verapaces
San Pedro Carcha,verapaces,1350,2014,10,15.89,23.46,10.52,90.93,21.47,19.77,27.36,15.12,1.49,0.7,verapaces
San Pedro Carcha,verapaces,1350,2014,11,12.5,21.24,5.82,91.03,19.27,17.61,28.18,13.36,1.98,0.93,verapaces
San Pedro Carcha,verapaces,1350,2014,12,13.01,20.09,2.99,90.92,18.5,16.82,26.38,13.65,1.85,0.86,verapaces
San Pedro Carcha,verapaces,1350,2014,13,16.91,24.24,5.31,86.67,21.25,18.58,36.31,8.29,1.71,0.81,verapaces
San Pedro Carcha,verapaces,1350,2015,1,11.86,20.72,3.04,91.15,18.19,16.57,26.63,11.13,1.98,0.92,verapaces
San Pedro Carcha,verapaces,1350,2015,2,14.87,23.03,2.07,87.65,18.59,16.24,28.98,12.35,1.86,0.87,verapaces
San Pedro Carcha,verapaces,1350,2015,3,17.95,25.42,3.82,83.06,20.64,17.17,31.29,13.55,1.9,0.91,verapaces
San Pedro Carcha,verapaces,1350,2015,4,20.67,25.78,2.37,77.59,23.68,18.76,37.14,15.7,1.87,0.92,verapaces
San Pedro Carcha,verapaces,1350,2015,5,20.16,26.6,4.42,79.22,23.12,18.76,30.86,16.92,1.84,0.92,verapaces
San Pedro Carcha,verapaces,1350,2015,6,17.17,26.14,6.79,88.81,22.32,20.18,28.03,18.46,1.66,0.79,verapaces
San Pedro Carcha,verapaces,1350,2015,7,18.8,26.72,3.93,85.96,22.44,19.69,29.02,17.8,1.72,0.83,verapaces
San Pedro Carcha,verapaces,1350,2015,8,20.42,26.87,4.86,83.3,22.94,19.58,30.29,17.57,1.55,0.76,verapaces
San Pedro Carcha,verapaces,1350,2015,9,17.26,25.07,8.48,89.0,22.44,20.34,28.71,18.46,1.3,0.61,verapaces
San Pedro Carcha,verapaces,1350,2015,10,15.81,23.3,5.75,88.71,22.3,20.14,29.23,15.92,1.52,0.71,verapaces
San Pedro Carcha,verapaces,1350,2015,11,12.71,21.11,6.89,90.94,21.19,19.49,29.39,15.03,1.66,0.77,verapaces
San Pedro Carcha,verapaces,1350,2015,12,14.11,19.75,2.92,90.06,20.98,19.1,28.52,15.22,1.67,0.79,verapaces
San Pedro Carcha,verapaces,1350,2015,13,16.83,24.22,4.62,86.27,21.58,18.85,37.14,11.13,1.71,0.82,verapaces
San Pedro Carcha,verapaces,1350,2016,1,13.85,20.55,0.85,85.79,19.25,16.52,29.14,10.25,1.83,0.87,verapaces
San Pedro Carcha,verapaces,1350,2016,2,14.13,23.14,1.88,82.53,18.92,15.42,32.9,10.19,2.19,1.05,verapaces
San Pedro Carcha,verapaces,1350,2016,3,18.96,25.01,1.39,75.49,23.49,18.0,36.86,14.77,1.84,0.9,verapaces
San Pedro Carcha,verapaces,1350,2016,4,19.14,25.16,0.7,69.01,25.04,17.87,37.97,15.89,2.05,1.06,verapaces
San Pedro Carcha,verapaces,1350,2016,5,20.82,25.74,1.62,68.85,25.79,18.58,36.17,16.62,2.04,1.05,verapaces
San Pedro Carcha,verapaces,1350,2016,6,18.11,26.67,6.63,82.05,23.5,19.73,34.47,17.38,1.57,0.76,verapaces
San Pedro Carcha,verapaces,1350,2016,7,18.91,26.9,5.07,86.63,22.47,19.85,28.81,17.82,1.64,0.78,verapaces
San Pedro Carcha,verapaces,1350,2016,8,19.99,26.79,6.14,87.84,22.6,20.26,28.38,17.69,1.56,0.73,verapaces
San Pedro Carcha,verapaces,1350,2016,9,18.7,25.55,6.73,88.62,22.38,20.2,28.61,16.4,1.37,0.63,verapaces
San Pedro Carcha,verapaces,1350,2016,10,16.2,23.73,5.3,87.96,21.52,19.2,28.06,15.69,1.61,0.76,verapaces
San Pedro Carcha,verapaces,1350,2016,11,12.41,21.15,3.94,90.07,20.09,18.23,28.92,14.4,1.75,0.82,verapaces
San Pedro Carcha,verapaces,1350,2016,12,14.06,19.99,3.04,89.29,20.19,18.15,28.75,13.91,1.8,0.84,verapaces
San Pedro Carcha,verapaces,1350,2016,13,17.12,24.2,3.61,82.85,22.11,18.51,37.97,10.19,1.77,0.85,verapaces
San Pedro Carcha,verapaces,1350,2017,1,16.57,21.17,1.98,83.35,19.29,15.9,29.73,11.72,1.93,0.92,verapaces
San Pedro Carcha,verapaces,1350,2017,2,17.77,22.85,0.99,77.01,21.4,16.34,32.95,13.85,1.92,0.92,verapaces
San Pedro Carcha,verapaces,1350,2017,3,17.9,25.54,2.18,76.98,21.07,16.07,34.74,13.61,2.05,1.03,verapaces
San Pedro Carcha,verapaces,1350,2017,4,21.69,25.87,1.46,67.49,24.58,16.87,37.64,16.19,1.92,0.96,verapaces
San Pedro Carcha,verapaces,1350,2017,5,19.65,26.39,6.1,78.05,24.55,19.86,34.64,16.98,1.65,0.8,verapaces
San Pedro Carcha,verapaces,1350,2017,6,17.41,26.68,9.49,86.81,23.11,20.52,30.95,18.48,1.43,0.67,verapaces
San Pedro Carcha,verapaces,1350,2017,7,17.85,26.75,7.01,88.99,22.19,20.09,27.98,17.93,1.62,0.77,verapaces
San Pedro Carcha,verapaces,1350,2017,8,20.38,26.87,5.8,87.87,22.62,20.28,28.5,17.83,1.42,0.67,verapaces
San Pedro Carcha,verapaces,1350,2017,9,18.08,25.63,7.84,88.63,22.86,20.67,28.78,17.54,1.4,0.65,verapaces
San Pedro Carcha,verapaces,1350,2017,10,14.29,23.32,6.17,90.32,21.33,19.53,28.61,14.98,1.68,0.78,verapaces
San Pedro Carcha,verapaces,1350,2017,11,13.5,21.57,1.3,89.43,19.69,17.71,26.11,11.47,1.83,0.86,verapaces
San Pedro Carcha,verapaces,1350,2017,12,12.38,20.23,0.91,87.09,18.71,16.28,26.44,9.82,1.92,0.9,verapaces
San Pedro Carcha,verapaces,1350,2017,13,17.28,24.41,4.29,83.56,21.78,18.35,37.64,9.82,1.73,0.83,verapaces
San Pedro Carcha,verapaces,1350,2018,1,11.65,20.75,2.83,84.13,17.66,14.62,28.49,9.03,2.16,1.04,verapaces
San Pedro Carcha,verapaces,1350,2018,2,17.63,23.5,1.89,81.23,20.24,16.32,29.47,14.13,1.95,0.95,verapaces
San Pedro Carcha,verapaces,1350,2018,3,21.7,25.63,0.49,70.58,22.72,15.92,35.57,13.76,1.99,1.0,verapaces
San Pedro Carcha,verapaces,1350,2018,4,20.31,25.86,2.19,66.95,24.39,16.6,35.06,15.62,1.99,1.02,verapaces
San Pedro Carcha,verapaces,1350,2018,5,19.98,26.54,4.05,72.34,24.84,18.68,33.79,18.0,1.61,0.82,verapaces
San Pedro Carcha,verapaces,1350,2018,6,17.48,26.57,7.66,86.58,22.68,20.05,30.02,18.47,1.55,0.74,verapaces
San Pedro Carcha,verapaces,1350,2018,7,20.75,26.73,3.18,83.04,22.65,19.24,30.98,16.78,1.69,0.82,verapaces
San Pedro Carcha,verapaces,1350,2018,8,18.54,26.7,7.37,87.21,22.25,19.78,28.09,17.28,1.57,0.75,verapaces
San Pedro Carcha,verapaces,1350,2018,9,18.55,25.79,7.53,89.24,22.28,20.22,28.69,18.42,1.43,0.67,verapaces
San Pedro Carcha,verapaces,1350,2018,10,15.5,23.64,5.0,88.98,21.68,19.6,28.92,16.24,1.51,0.72,verapaces
San Pedro Carcha,verapaces,1350,2018,11,14.98,21.31,1.62,86.29,21.18,18.52,29.32,14.23,1.76,0.84,verapaces
San Pedro Carcha,verapaces,1350,2018,12,15.82,20.2,1.35,81.37,19.9,16.14,30.41,10.45,1.88,0.92,verapaces
San Pedro Carcha,verapaces,1350,2018,13,17.74,24.44,3.77,81.49,21.88,17.98,35.57,9.03,1.76,0.86,verapaces
San Pedro Carcha,verapaces,1350,2019,1,14.32,20.93,1.96,81.12,19.61,15.75,31.21,12.01,1.87,0.92,verapaces
San Pedro Carcha,verapaces,1350,2019,2,18.52,23.18,0.78,71.8,22.52,16.1,35.61,14.65,1.91,0.96,verapaces
San Pedro Carcha,verapaces,1350,2019,3,19.96,25.78,0.91,66.4,23.08,15.32,35.78,14.39,2.1,1.09,verapaces
San Pedro Carcha,verapaces,1350,2019,4,20.96,25.49,0.93,61.64,25.35,16.07,38.0,14.85,2.2,1.14,verapaces
San Pedro Carcha,verapaces,1350,2019,5,19.89,25.51,5.95,74.01,25.37,19.54,37.79,18.68,1.75,0.86,verapaces
San Pedro Carcha,verapaces,1350,2019,6,20.22,26.97,6.01,83.44,24.04,20.68,31.76,18.49,1.55,0.74,verapaces
San Pedro Carcha,verapaces,1350,2019,7,21.18,27.18,4.04,82.13,23.17,19.59,29.63,18.2,1.58,0.78,verapaces
San Pedro Carcha,verapaces,1350,2019,8,21.69,27.13,6.41,84.43,23.36,20.27,30.57,17.75,1.36,0.65,verapaces
San Pedro Carcha,verapaces,1350,2019,9,19.54,25.65,8.44,86.62,22.87,20.3,28.36,18.38,1.28,0.62,verapaces
San Pedro Carcha,verapaces,1350,2019,10,16.65,23.34,11.56,90.02,22.44,20.54,29.42,17.89,1.4,0.64,verapaces
San Pedro Carcha,verapaces,1350,2019,11,14.62,21.35,2.18,89.77,20.54,18.62,27.27,13.19,1.7,0.8,verapaces
San Pedro Carcha,verapaces,1350,2019,12,14.47,19.97,1.8,88.4,19.53,17.35,27.95,12.57,1.68,0.81,verapaces
San Pedro Carcha,verapaces,1350,2019,13,18.5,24.38,4.27,80.04,22.65,18.36,38.0,12.01,1.7,0.83,verapaces
San Pedro Carcha,verapaces,1350,2020,1,14.24,20.53,1.68,83.82,20.28,17.09,30.94,12.17,1.95,0.91,verapaces
San Pedro Carcha,verapaces,1350,2020,2,16.87,22.99,1.33,76.7,21.61,16.58,33.83,13.5,2.07,1.01,verapaces
San Pedro Carcha,verapaces,1350,2020,3,20.58,25.73,1.0,72.22,22.91,16.62,35.11,13.54,2.13,1.08,verapaces
San Pedro Carcha,verapaces,1350,2020,4,20.92,23.91,1.14,62.12,26.65,17.39,39.05,18.66,1.85,0.95,verapaces
San Pedro Carcha,verapaces,1350,2020,5,19.06,25.54,6.57,73.54,25.11,19.24,35.84,18.54,1.71,0.86,verapaces
San Pedro Carcha,verapaces,1350,2020,6,18.53,26.73,6.69,86.39,23.08,20.4,31.79,18.58,1.83,0.86,verapaces
San Pedro Carcha,verapaces,1350,2020,7,19.57,26.78,5.54,85.44,22.89,20.04,29.06,17.92,1.51,0.72,verapaces
San Pedro Carcha,verapaces,1350,2020,8,19.49,26.73,9.95,88.65,22.52,20.35,28.9,17.66,1.51,0.7,verapaces
San Pedro Carcha,verapaces,1350,2020,9,19.87,25.77,13.71,88.87,22.7,20.56,28.07,17.94,1.39,0.63,verapaces
San Pedro Carcha,verapaces,1350,2020,10,15.41,23.21,9.15,90.42,21.88,20.09,28.45,17.63,1.5,0.69,verapaces
San Pedro Carcha,verapaces,1350,2020,11,12.04,21.07,10.13,91.94,20.73,19.23,27.08,16.89,2.2,1.02,verapaces
San Pedro Carcha,verapaces,1350,2020,12,13.48,20.04,1.27,90.33,18.96,17.17,26.58,11.64,1.78,0.85,verapaces
San Pedro Carcha,verapaces,1350,2020,13,17.51,24.09,5.68,82.57,22.44,18.73,39.05,11.64,1.78,0.86,verapaces
San Pedro Carcha,verapaces,1350,2021,1,13.88,20.74,1.43,89.82,19.47,17.56,27.12,13.15,1.74,0.82,verapaces
San Pedro Carcha,verapaces,1350,2021,2,17.7,23.15,0.92,80.84,20.32,16.41,30.8,9.72,1.88,0.91,verapaces
San Pedro Carcha,verapaces,1350,2021,3,20.44,25.98,2.61,75.48,22.08,16.62,33.68,13.78,2.09,1.03,verapaces
San Pedro Carcha,verapaces,1350,2021,4,19.52,25.92,1.97,72.31,24.45,18.2,36.23,15.99,1.93,0.96,verapaces
San Pedro Carcha,verapaces,1350,2021,5,19.27,26.19,12.6,76.36,24.35,19.15,35.42,18.77,1.85,0.95,verapaces
